,,,,,,,Difference X Days Later
,,,,,,,1 days,2 days,3 days,4 days,5 days,6 days,7 days,8 days,9 days,10 days,11 days,12 days,13 days,14 days,15 days,16 days,17 days,18 days,19 days,20 days
Rank, Start Date, End Date, Start Value, End Value, Difference in $, ,
,,,,,Difference in %,
1,6/8/2017,6/15/2017,"155.25","143.32","($11.93)",,"$0.46",,,"$0.34","$3.55","$2.20","$2.45","$1.81",,,"$3.85","$1.69","$1.17","$1.39","$1.13",,,"$1.56",,"$0.37"
,6/8/2017,6/15/2017,"","","-8.0%",,"0.0%",,,"0.0%","2.0%","2.0%","2.0%","1.0%",,,"3.0%","1.0%","1.0%","1.0%","1.0%",,,"1.0%",,"0.0%"

2,6/9/2017,6/16/2017,"155.19","143.78","($11.41)",,,,"($0.12)","$3.09","$1.74","$1.99","$1.35",,,"$3.39","$1.23","$0.71","$0.93","$0.67",,,"$1.10",,"($0.09)","($0.76)"
,6/9/2017,6/16/2017,"","","-7.0%",,,,"0.0%","2.0%","1.0%","1.0%","1.0%",,,"2.0%","1.0%","0.0%","1.0%","0.0%",,,"1.0%",,"0.0%","-1.0%"

3,6/5/2017,6/12/2017,"154.34","145.74","($8.60)",,"$1.42","$1.76","($2.42)","($1.96)",,,"($2.08)","$1.13","($0.22)","$0.03","($0.61)",,,"$1.43","($0.73)","($1.25)","($1.03)","($1.29)"
,6/5/2017,6/12/2017,"","","-6.0%",,"1.0%","1.0%","-2.0%","-1.0%",,,"-1.0%","1.0%","0.0%","0.0%","0.0%",,,"1.0%","-1.0%","-1.0%","-1.0%","-1.0%"

4,9/18/2017,9/25/2017,"160.11","149.99","($10.12)",,"$1.79","$3.81","$3.90","$3.22",,,"$4.27","$4.02","$3.64","$4.19","$4.98",,,"$5.82","$6.07","$5.98","$6.36","$6.74"
,9/18/2017,9/25/2017,"","","-6.0%",,"1.0%","3.0%","3.0%","2.0%",,,"3.0%","3.0%","2.0%","3.0%","3.0%",,,"4.0%","4.0%","4.0%","4.0%","4.0%"

5,6/7/2017,6/14/2017,"155.02","147.5","($7.52)",,"($4.18)","($3.72)",,,"($3.84)","($0.63)","($1.98)","($1.73)","($2.37)",,,"($0.33)","($2.49)","($3.01)","($2.79)","($3.05)",,,"($2.62)"
,6/7/2017,6/14/2017,"","","-5.0%",,"-3.0%","-3.0%",,,"-3.0%","0.0%","-1.0%","-1.0%","-2.0%",,,"0.0%","-2.0%","-2.0%","-2.0%","-2.0%",,,"-2.0%"

6,9/19/2017,9/26/2017,"159.51","151.78","($7.73)",,"$2.02","$2.11","$1.43",,,"$2.48","$2.23","$1.85","$2.40","$3.19",,,"$4.03","$4.28","$4.19","$4.57","$4.95",,,"$6.12"
,9/19/2017,9/26/2017,"","","-5.0%",,"1.0%","1.0%","1.0%",,,"2.0%","1.0%","1.0%","2.0%","2.0%",,,"3.0%","3.0%","3.0%","3.0%","3.0%",,,"4.0%"

7,6/6/2017,6/13/2017,"153.9","147.16","($6.74)",,"$0.34","($3.84)","($3.38)",,,"($3.50)","($0.29)","($1.64)","($1.39)","($2.03)",,,"$0.01","($2.15)","($2.67)","($2.45)","($2.71)",,,"($2.28)"
,6/6/2017,6/13/2017,"","","-4.0%",,"0.0%","-3.0%","-2.0%",,,"-2.0%","0.0%","-1.0%","-1.0%","-1.0%",,,"0.0%","-1.0%","-2.0%","-2.0%","-2.0%",,,"-2.0%"

8,9/15/2017,9/22/2017,"158.47","151.54","($6.93)",,,,"($1.55)","$0.24","$2.26","$2.35","$1.67",,,"$2.72","$2.47","$2.09","$2.64","$3.43",,,"$4.27","$4.52","$4.43","$4.81"
,9/15/2017,9/22/2017,"","","-4.0%",,,,"-1.0%","0.0%","1.0%","2.0%","1.0%",,,"2.0%","2.0%","1.0%","2.0%","2.0%",,,"3.0%","3.0%","3.0%","3.0%"

9,9/1/2017,9/11/2017,"164.8","160.5","($4.30)",,"$2.11","($0.63)","($1.51)","($2.03)",,,"($0.39)","($0.99)","($2.60)","($4.70)","($8.96)",,,"($10.51)","($8.72)","($6.70)","($6.61)","($7.29)"
,9/1/2017,9/11/2017,"","","-3.0%",,"1.0%","0.0%","-1.0%","-1.0%",,,"0.0%","-1.0%","-2.0%","-3.0%","-6.0%",,,"-7.0%","-5.0%","-4.0%","-4.0%","-5.0%"

10,9/20/2017,9/27/2017,"157.9","153.8","($4.10)",,"$0.09","($0.59)",,,"$0.46","$0.21","($0.17)","$0.38","$1.17",,,"$2.01","$2.26","$2.17","$2.55","$2.93",,,"$4.10","$5.98"
,9/20/2017,9/27/2017,"","","-3.0%",,"0.0%","0.0%",,,"0.0%","0.0%","0.0%","0.0%","1.0%",,,"1.0%","1.0%","1.0%","2.0%","2.0%",,,"3.0%","4.0%"

11,11/8/2017,11/15/2017,"174.66","169.97","($4.69)",,"$1.21","$1.07",,,"$0.32","$0.81","$3.39",,"$5.13",,,"$5.08","$4.33","$2.66","$0.46","($0.02)",,,"$2.51","($0.91)"
,11/8/2017,11/15/2017,"","","-3.0%",,"1.0%","1.0%",,,"0.0%","0.0%","2.0%",,"3.0%",,,"3.0%","3.0%","2.0%","0.0%","0.0%",,,"1.0%","-1.0%"

12,11/24/2017,12/1/2017,"175.1","169.95","($5.15)",,,,"$2.53","($0.89)","($2.45)","($0.92)","$0.54",,,"($0.75)","$2.20","$2.55","$2.45","$3.68",,,"$4.93","$5.08","$4.92","$4.22"
,11/24/2017,12/1/2017,"","","-3.0%",,,,"1.0%","-1.0%","-1.0%","-1.0%","0.0%",,,"0.0%","1.0%","2.0%","1.0%","2.0%",,,"3.0%","3.0%","3.0%","2.0%"

13,11/28/2017,12/5/2017,"174.3","169.06","($5.24)",,"($1.56)","($0.03)","$1.43",,,"$0.14","$3.09","$3.44","$3.34","$4.57",,,"$5.82","$5.97","$5.81","$5.11","$5.62"
,11/28/2017,12/5/2017,"","","-3.0%",,"-1.0%","0.0%","1.0%",,,"0.0%","2.0%","2.0%","2.0%","3.0%",,,"3.0%","4.0%","3.0%","3.0%","3.0%"

14,11/29/2017,12/6/2017,"172.63","167.5","($5.13)",,"$1.53","$2.99",,,"$1.70","$4.65","$5.00","$4.90","$6.13",,,"$7.38","$7.53","$7.37","$6.67","$7.18"
,11/29/2017,12/6/2017,"","","-3.0%",,"1.0%","2.0%",,,"1.0%","3.0%","3.0%","3.0%","4.0%",,,"4.0%","4.0%","4.0%","4.0%","4.0%"

15,4/5/2017,4/12/2017,"144.22","141.6","($2.62)",,"$0.31",,,,"($0.12)","($0.19)","$0.28","($0.38)","$0.84",,,"$1.90","$2.31","$2.87","$2.32","$2.49",,,"$3.50","$5.94"
,4/5/2017,4/12/2017,"","","-2.0%",,"0.0%",,,,"0.0%","0.0%","0.0%","0.0%","1.0%",,,"1.0%","2.0%","2.0%","2.0%","2.0%",,,"2.0%","4.0%"

16,4/6/2017,4/13/2017,"144.29","141.91","($2.38)",,,,,"($0.43)","($0.50)","($0.03)","($0.69)","$0.53",,,"$1.59","$2.00","$2.56","$2.01","$2.18",,,"$3.19","$5.63","$3.68"
,4/6/2017,4/13/2017,"","","-2.0%",,,,,"0.0%","0.0%","0.0%","0.0%","0.0%",,,"1.0%","1.0%","2.0%","1.0%","2.0%",,,"2.0%","4.0%","3.0%"

17,4/7/2017,4/17/2017,"143.73","141.48","($2.25)",,"($0.07)","$0.40","($0.26)","$0.96",,,"$2.02","$2.43","$2.99","$2.44","$2.61",,,"$3.62","$6.06","$4.11","$5.04","$5.28"
,4/7/2017,4/17/2017,"","","-2.0%",,"0.0%","0.0%","0.0%","1.0%",,,"1.0%","2.0%","2.0%","2.0%","2.0%",,,"3.0%","4.0%","3.0%","4.0%","4.0%"

18,4/10/2017,4/18/2017,"143.6","141.41","($2.19)",,"$0.47","($0.19)","$1.03",,,"$2.09","$2.50","$3.06","$2.51","$2.68",,,"$3.69","$6.13","$4.18","$5.11","$5.35",,,"$7.62"
,4/10/2017,4/18/2017,"","","-2.0%",,"0.0%","0.0%","1.0%",,,"1.0%","2.0%","2.0%","2.0%","2.0%",,,"3.0%","4.0%","3.0%","4.0%","4.0%",,,"5.0%"

19,6/26/2017,7/3/2017,"147.17","144.88","($2.29)",,,"($1.19)","($1.86)","($1.98)",,,"($0.77)","($0.15)","$0.99","$0.62","$3.09",,,"$3.94","$4.32","$5.60","$6.62","$5.11"
,6/26/2017,7/3/2017,"","","-2.0%",,,"-1.0%","-1.0%","-1.0%",,,"-1.0%","0.0%","1.0%","0.0%","2.0%",,,"3.0%","3.0%","4.0%","5.0%","4.0%"

20,7/25/2017,8/1/2017,"151.8","149.1","($2.70)",,"$10.18","$7.95","$6.97",,,"$7.96","$9.50","$10.16","$10.80","$7.50",,,"$10.22","$11.56","$12.84","$11.42","$8.76",,,"$8.40"
,7/25/2017,8/1/2017,"","","-2.0%",,"7.0%","5.0%","5.0%",,,"5.0%","6.0%","7.0%","7.0%","5.0%",,,"7.0%","8.0%","9.0%","8.0%","6.0%",,,"6.0%"

